cuisine	types	name	ingredients	difficulty	health_banners
['british']	['dessert', 'dinner', 'lunch', 'treat']	Grilled summer berry pudding	['4 slices of white sliced bread, crusts removed', '85g golden caster sugar', '2 tsp cornflour', '200g / 8oz tub  low-fat fromage frais', '300g mixed summer berries  (we used raspberries, blueberries, redcurrants, sliced strawberries)  or 300g/10oz frozen berries, defrosted']	Easy	[]
['italian']	['dinner', 'main-course', 'pasta']	Spaghetti omelette	['2 tbsp olive oil', '1 garlic clove, crushed', '1 onion, chopped', '2 courgettes, grated', '2 tbsp chopped flat-leaf parsley', '300g pot fresh cheese sauce', '200g cooked spaghetti or other pasta', '2 eggs']	Easy	['Vegetarian']
['italian']	['lunch', 'side-dish']	Orzo & mozzarella salad	['350g orzo or other tiny pasta shape', '20g pack basil', '4 tbsp extra-virgin olive oil', '25g parmesan (or vegetarian alternative), finely grated, plus more to serve, if you like', '1 garlic clove, very roughly chopped', '50g toasted pine nuts', '290g pack bocconcini (baby mozzarella balls)', '100g semi-dried tomatoes, very roughly chopped', '50g bag wild rocket']	Easy	['Vegetarian']
['british']	['lunch', 'side-dish']	Cheese & chive coleslaw	['1 white cabbage (about 400g/14 oz)', '1 carrot, coarsely grated', '1 red onion, halved and thinly sliced', '3 tbsp good-quality mayonnaise', '3 tbsp low-fat natural yogurt', '1 tsp Dijon mustard', '20g pack chives', '100g reduced-fat mature cheddar, grated']	Easy	['Healthy', 'Vegetarian']
['italian']		Ham & leek cannelloni	['3 leeks, sliced into 1cm chunks', '300ml vegetable stock', '85g wafer-thin ham, roughly torn', '8 fresh lasagne sheets', '200g tub half-fat crème fraîche', '1 tbsp wholegrain mustard', '50g strong cheddar, grated', '85g breadcrumb']	Easy	[]
['italian']	['lunch', 'main-course']	Courgette & ricotta tart	['2 tbsp olive oil', '2 courgettes, thinly sliced', '250g tub  ricotta', '2 large eggs', 'small handful basil, chopped', 'pinch nutmeg', '1 tbsp grated parmesan (or vegetarian alternative)', '1 garlic clove, crushed', '320g pack ready-rolled puff pastry', 'flour, for dusting']	Easy	['Vegetarian']
['german']	['dinner']	Apple strudel	['100g golden granulated sugar, plus extra', 'seeds scraped from 1 vanilla pod', '4 Granny Smith apples, peeled and diced', '25g each currant and sultanas', '1 tsp ground allspice', '1 tsp ground nutmeg', '85g walnuts, chopped', '6 large sheets filo pastry', '50g butter, melted', '200ml tub crème fraîche']	Easy	[]
['italian']	['dinner', 'main-course']	The ultimate makeover: Risotto with squash & sage	['700g piece of butternut squash', '2l low-salt vegetable stock (I used Kallo)', '4 slices dried porcini mushroom', '2½ tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '6 sage leaves, finely chopped (plus extra leaves to garnish)', '2 thyme sprigs', '350g carnaroli rice (or arborio rice)', '100ml dry white wine', 'handful flatleaf parsley, chopped', '50g parmesan (or vegetarian alternative), grated', '2 tbsp light mascarpone']	Easy	['Vegetarian']
['asian']	['dinner', 'side-dish']	Stir-fried curly kale with chilli & garlic	['1 tbsp olive oil', '200g bag curly kale', '2 garlic cloves, finely sliced', '1 red chilli, deseeded and sliced']	Easy	['Vegan', 'Vegetarian']
['middle-eastern']	['side-dish', 'snack']	Red pepper hummus	['410g can chickpeas', '1 large garlic clove', '2 roasted red peppers  from a jar', '1 tbsp lemon juice', '2 tbsp olive oil, plus a bit extra for drizzling', '½ tsp chilli powder', 'Italian breadsticks, celery sticks and radishes with the leaves on, to serve']	Easy	['Vegan', 'Vegetarian']
	['dinner']	Easy chicken & leek pot pies	['25g butter', '3 leeks, washed and sliced', '350g tub fresh cheese sauce', '½ bunch chives, snipped', '200g cooked chicken, torn', '3 tbsp milk', '1 tbsp Dijon mustard', '320g pack shortcrust pastry', 'plain flour, for dusting', '1 large egg, beaten', 'green veg, to serve (optional)']	Easy	['Freezable']
	['dessert']	Sweet potato pie	['500g  sweet potatoes', '320g sheet of shortcrust pastry', '125g  butter', '250g  caster sugar', '150ml  whole milk', '3 eggs', 'grating of  nutmeg', '½ tsp ground  cinnamon', '1 tsp  vanilla bean paste']	Easy	['Vegetarian']
['indian']	['dinner', 'main-course']	Easy vegan burgers	['6 large sweet potatoes (about 1.5kg/3lb 5oz)', '2 tsp oil, plus extra for the trays', '2 red onions, finely chopped', '2 red chillies, finely chopped (deseeded if you like)', '1 tbsp ground cumin', '1 tbsp ground coriander', '340g can sweetcorn, drained', 'small bunch coriander, chopped', '200g polenta', 'buns, salsa, onion and salad leaves, to serve']	Easy	['Freezable', 'Healthy', 'Vegan', 'Vegetarian']
['middle-eastern']	['dinner', 'lunch', 'supper']	Asparagus & lentil salad with cranberries & crumbled feta	['1 garlic clove', '125g puy lentils', '100g pack fine asparagus tips', '3 spring onions, finely sliced', '25g dried cranberries', '1 tbsp extra virgin rapeseed oil, plus a little extra (optional)', '2 tsp organic apple cider vinegar', '140g cherry tomatoes, halved', '50g feta (read back of pack for vegetarian option)']	Easy	['Gluten-free', 'Vegetarian']
['italian']	['dinner', 'main-course']	Fig & prosciutto pizzettas	['knob of  butter', '3 shallots, finely diced', '250g full-fat  crème fraîche', '50g parmesan, finely grated', '4 ripe figs, cut into chunks', '125g ball good-quality buffalo mozzarella, roughly torn', '2 handfuls rocket', '6 slices  prosciutto, torn into strips', '2 tbsp extra-virgin olive oil', '2 tbsp good balsamic vinegar', '400g strong white bread flour, plus extra for dusting', '7g sachet fast-action dried yeast', '1 tsp salt', '4 tbsp olive oil']	Easy	[]
['french']	['dinner', 'main-course']	Rib-eye steak with basil hollandaise	"['1 bone thickness rib-eye steak, about 600g', '4 tbsp extra-virgin olive oil', '4 garlic cloves, left in their skins', 'handful thyme  sprigs', '1 bay leaf', '100ml white wine vinegar', 'small bunch basil, stalks roughly chopped', '1 bay leaf', 'few peppercorns', '2 egg yolks', ""250g unsalted butter, melted and skimmed to give about 200ml (See 'Know how' below)"", 'squeeze lemon juice']"	More effort	[]
['thai']	['dinner', 'main-course']	Lighter massaman chicken curry	['1 tbsp coriander seed', '2 tsp cumin seed', 'seeds from 5 cardamom pods', '3 cloves', '½ tsp crushed dried chilli', '2 tsp rapeseed oil', '100g shallot, finely chopped', '3 garlic cloves, finely chopped', '2.5cm piece ginger, finely grated', '1 plump lemongrass stalk, tough ends and outside layer removed, finely chopped', '4 tbsp light  coconut milk (from the can, below)', '¼ tsp ground  black pepper', '25g unsalted, unroasted  peanut', '2 tsp rapeseed oil', '140g small shallot (6-7), halved', '1 cinnamon stick, broken in half', '400ml can light coconut milk', '500g skinless, boneless chicken breast, cut into bite-sized pieces', '200g sweet potato, cut into 2.5cm chunks', '175g green bean, stem ends trimmed', '1 tbsp fish sauce', '2 tsp tamarind paste', '75ml chicken stock', 'coriander or Thai basil leaves (or both), to garnish', 'a small handful of peanuts, to garnish']	Easy	['Freezable (Freeze curry only)', 'Healthy']
['british']	['dessert', 'dinner']	Hazelnut crisps	['85g hazelnut', '50g plain flour', '200g caster sugar', '2 egg whites', '½ tsp vanilla extract']	Easy	['Freezable']
['middle-eastern']	['dinner', 'starter']	Kale tabbouleh	['100g bulgur wheat', '100g kale', 'large bunch mint, roughly chopped', 'bunch spring onion, sliced', '½ cucumber, diced', '4 tomatoes, deseeded and chopped', 'pinch of  ground cinnamon', 'pinch of ground  allspice', '6 tbsp olive oil', 'juice and zest ½ lemon', '100g feta cheese, crumbled', '4 Baby Gem lettuces, leaves separated, to serve']	Easy	['Healthy']
['indian']	['dinner', 'main-course']	Chicken masala skewers	['150ml 0% fat Greek yogurt', '2 tbsp masala paste', 'handful of coriander leaves, chopped, plus extra leaves to serve', 'juice 1 lime, pinch of zest, plus wedges to serve', '4 skinless, boneless chicken breasts, each cut into 6 chunks', 'wholemeal chapatis, to serve', '250g pack cherry tomatoes, hulled or quartered', '1 red onion, finely chopped', '1 cucumber, cut into chunks']	Easy	['Healthy']
	['dinner', 'main-course', 'supper']	Chicken schnitzel with brown butter & capers	['4 chicken thighs, skinless and boneless', '100g flour, seasoned', '2 medium eggs, beaten', '100g white breadcrumbs', '2 tbsp groundnut or olive oil', '25g unsalted butter', 'lemon wedges, to serve', '150g unsalted butter', '2 tbsp capers, rinsed and patted dry', '½ tbsp roughly chopped fresh rosemary']	Easy	[]
	['lunch', 'main-course', 'supper']	Tatie cake	['100g lard or margarine', '200g flour, plus a little for dusting', '2-3 floury potatoes, depending on size, thinly sliced', '1 large onion, thinly sliced', '2 rashers bacon, or some small pieces cut from a joint', '1 egg, beaten']	Easy	['Freezable']
	['lunch', 'starter', 'vegetable']	Charred spring onions & romesco	['100g blanched almonds, roasted', '50g walnuts, roasted', '2 garlic cloves, peeled and roasted until golden', '400g skinned roasted red peppers, from a jar', '1 tsp tomato purée', '1 slice sourdough bread, soaked in a bit of water', '100ml extra virgin olive oil, plus extra for griddling', '½ tsp cayenne pepper', '½ tsp hot smoked paprika', '2-4 tsp red wine vinegar', 'bunch spring onions, outer layer removed']	Easy	['Vegetarian']
	['buffet', 'canapes', 'fish-course', 'starter']	Salt cod fritters with saffron allioli	['500g salt cod fillets, soaked and drained', '1 bay leaf', '450g potatoes, peeled and cut into chunks', '2 tbsp extra virgin olive oil', '55g plain flour', '2 medium eggs, lightly beaten', '3 garlic cloves, grated to a purée', '2 tbsp finely chopped parsley', 'generous squeeze of  lemon juice (reserve some lemon wedges to serve)', 'groundnut oil, for deep-frying', '1 tbsp lemon juice', '1 tsp white wine vinegar', 'pinch saffron', '2 garlic cloves', '2 egg yolks (freeze the whites to use later)', '300ml extra virgin olive oil (choose a fruity one)']	More effort	[]
['asian']	['starter']	Seared scallops with leeks & lemon chilli butter	['4 young, but not baby leeks leeks, trimmed', '12 scallops, roes on or off', '1 tbsp light olive oil', 'lemon  wedges, to serve', '250g pack butter, softened', '1 red chilli, deseeded and finely chopped', '2 garlic cloves, crushed', 'zest 2 lemon', 'bunch parsley, leaves chopped, plus extra to serve']	Easy	['Easily doubled', 'Easily halved']
['swedish']	['dinner', 'main-course']	Austrian hash	"['1 ½ tbsp corn, sunflower or vegetable oil', '400g smoked bacon lardon  (or use cooked ham)', '1 onion, cut into chunks', '500g cooked potato  (preferably waxy ones), cold and cut into small chunks', '1 tsp caraway seed', ""1 ½ tsp hot, sweet paprika  (if you can't find this use sweet paprika mixed with a pinch of chilli powder)"", 'small handful parsley, roughly chopped']"	Easy	[]
	['afternoon-tea', 'drink']	Cinnamon tea	['1 cinnamon stick', '2 tsp assam leaf tea', 'honey to taste']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
['british']	['lunch', 'main-course']	Sticky treacle-glazed ham	['3.5-4kg/7lb 10oz-9lb boned rolled piece unsmoked ham', '2 oranges, 1 cut into wedges and finely grated zest and juice of the other', '1 cinnamon stick', '2 tbsp English mustard', '85g black treacle', 'handful cloves', 'big bunch bay leaves and orange segments, to serve (optional)']	More effort	['Freezable']
['british']	['dinner', 'lunch', 'side-dish', 'supper']	Roasted carrot, spelt, fennel & blood orange salad	['400g spelt', '1 vegetable stock cube', '4 tbsp extra virgin olive oil', '400g baby carrots, scrubbed', '3 blood oranges, 2 zested and 1 juiced', '1 tbsp olive oil', '2 tsp clear honey', '2 fennel bulbs, thinly sliced', '4 tbsp red wine vinegar', '1 small red onion, finely chopped', 'large bunch parsley, chopped', '70g pack pitted, dry black olives or 85g couchillo (the very small black ones) or Kalamata olives', 'small pack parsley, chopped (optional)']	Easy	['Healthy', 'Vegetarian']
['british']	['afternoon-tea', 'dessert', 'treat']	Blood orange, blossom & pomegranate cake	['6 blood oranges, 3 whole, juice of 3', '250g pack butter, softened', '50g clear honey, plus 2 tbsp', '300g golden caster sugar', '200g self-raising flour', '100g ground almonds', '1 tsp baking powder', '4 large eggs', '1 tbsp orange blossom water, plus 1 tsp', '140g full-fat Greek yogurt, plus extra to serve', '1 small pomegranate, halved']	More effort	['Freezable']
['british']	['dessert', 'dinner', 'lunch', 'treat']	Grilled summer berry pudding	['4 slices of white sliced bread, crusts removed', '85g golden caster sugar', '2 tsp cornflour', '200g / 8oz tub  low-fat fromage frais', '300g mixed summer berries  (we used raspberries, blueberries, redcurrants, sliced strawberries)  or 300g/10oz frozen berries, defrosted']	Easy	[]
['italian']	['dinner', 'main-course', 'pasta']	Spaghetti omelette	['2 tbsp olive oil', '1 garlic clove, crushed', '1 onion, chopped', '2 courgettes, grated', '2 tbsp chopped flat-leaf parsley', '300g pot fresh cheese sauce', '200g cooked spaghetti or other pasta', '2 eggs']	Easy	['Vegetarian']
['italian']	['lunch', 'side-dish']	Orzo & mozzarella salad	['350g orzo or other tiny pasta shape', '20g pack basil', '4 tbsp extra-virgin olive oil', '25g parmesan (or vegetarian alternative), finely grated, plus more to serve, if you like', '1 garlic clove, very roughly chopped', '50g toasted pine nuts', '290g pack bocconcini (baby mozzarella balls)', '100g semi-dried tomatoes, very roughly chopped', '50g bag wild rocket']	Easy	['Vegetarian']
['british']	['lunch', 'side-dish']	Cheese & chive coleslaw	['1 white cabbage (about 400g/14 oz)', '1 carrot, coarsely grated', '1 red onion, halved and thinly sliced', '3 tbsp good-quality mayonnaise', '3 tbsp low-fat natural yogurt', '1 tsp Dijon mustard', '20g pack chives', '100g reduced-fat mature cheddar, grated']	Easy	['Healthy', 'Vegetarian']
['italian']		Ham & leek cannelloni	['3 leeks, sliced into 1cm chunks', '300ml vegetable stock', '85g wafer-thin ham, roughly torn', '8 fresh lasagne sheets', '200g tub half-fat crème fraîche', '1 tbsp wholegrain mustard', '50g strong cheddar, grated', '85g breadcrumb']	Easy	[]
['italian']	['lunch', 'main-course']	Courgette & ricotta tart	['2 tbsp olive oil', '2 courgettes, thinly sliced', '250g tub  ricotta', '2 large eggs', 'small handful basil, chopped', 'pinch nutmeg', '1 tbsp grated parmesan (or vegetarian alternative)', '1 garlic clove, crushed', '320g pack ready-rolled puff pastry', 'flour, for dusting']	Easy	['Vegetarian']
['german']	['dinner']	Apple strudel	['100g golden granulated sugar, plus extra', 'seeds scraped from 1 vanilla pod', '4 Granny Smith apples, peeled and diced', '25g each currant and sultanas', '1 tsp ground allspice', '1 tsp ground nutmeg', '85g walnuts, chopped', '6 large sheets filo pastry', '50g butter, melted', '200ml tub crème fraîche']	Easy	[]
['italian']	['dinner', 'main-course']	The ultimate makeover: Risotto with squash & sage	['700g piece of butternut squash', '2l low-salt vegetable stock (I used Kallo)', '4 slices dried porcini mushroom', '2½ tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '6 sage leaves, finely chopped (plus extra leaves to garnish)', '2 thyme sprigs', '350g carnaroli rice (or arborio rice)', '100ml dry white wine', 'handful flatleaf parsley, chopped', '50g parmesan (or vegetarian alternative), grated', '2 tbsp light mascarpone']	Easy	['Vegetarian']
['asian']	['dinner', 'side-dish']	Stir-fried curly kale with chilli & garlic	['1 tbsp olive oil', '200g bag curly kale', '2 garlic cloves, finely sliced', '1 red chilli, deseeded and sliced']	Easy	['Vegan', 'Vegetarian']
['middle-eastern']	['side-dish', 'snack']	Red pepper hummus	['410g can chickpeas', '1 large garlic clove', '2 roasted red peppers  from a jar', '1 tbsp lemon juice', '2 tbsp olive oil, plus a bit extra for drizzling', '½ tsp chilli powder', 'Italian breadsticks, celery sticks and radishes with the leaves on, to serve']	Easy	['Vegan', 'Vegetarian']
	['dinner']	Easy chicken & leek pot pies	['25g butter', '3 leeks, washed and sliced', '350g tub fresh cheese sauce', '½ bunch chives, snipped', '200g cooked chicken, torn', '3 tbsp milk', '1 tbsp Dijon mustard', '320g pack shortcrust pastry', 'plain flour, for dusting', '1 large egg, beaten', 'green veg, to serve (optional)']	Easy	['Freezable']
	['dessert']	Sweet potato pie	['500g  sweet potatoes', '320g sheet of shortcrust pastry', '125g  butter', '250g  caster sugar', '150ml  whole milk', '3 eggs', 'grating of  nutmeg', '½ tsp ground  cinnamon', '1 tsp  vanilla bean paste']	Easy	['Vegetarian']
['middle-eastern']	['dinner', 'lunch', 'supper']	Asparagus & lentil salad with cranberries & crumbled feta	['1 garlic clove', '125g puy lentils', '100g pack fine asparagus tips', '3 spring onions, finely sliced', '25g dried cranberries', '1 tbsp extra virgin rapeseed oil, plus a little extra (optional)', '2 tsp organic apple cider vinegar', '140g cherry tomatoes, halved', '50g feta (read back of pack for vegetarian option)']	Easy	['Gluten-free', 'Vegetarian']
['italian']	['dinner', 'main-course']	Fig & prosciutto pizzettas	['knob of  butter', '3 shallots, finely diced', '250g full-fat  crème fraîche', '50g parmesan, finely grated', '4 ripe figs, cut into chunks', '125g ball good-quality buffalo mozzarella, roughly torn', '2 handfuls rocket', '6 slices  prosciutto, torn into strips', '2 tbsp extra-virgin olive oil', '2 tbsp good balsamic vinegar', '400g strong white bread flour, plus extra for dusting', '7g sachet fast-action dried yeast', '1 tsp salt', '4 tbsp olive oil']	Easy	[]
['indian']	['dinner', 'main-course']	Easy vegan burgers	['6 large sweet potatoes (about 1.5kg/3lb 5oz)', '2 tsp oil, plus extra for the trays', '2 red onions, finely chopped', '2 red chillies, finely chopped (deseeded if you like)', '1 tbsp ground cumin', '1 tbsp ground coriander', '340g can sweetcorn, drained', 'small bunch coriander, chopped', '200g polenta', 'buns, salsa, onion and salad leaves, to serve']	Easy	['Freezable', 'Healthy', 'Vegan', 'Vegetarian']
['french']	['dinner', 'main-course']	Rib-eye steak with basil hollandaise	"['1 bone thickness rib-eye steak, about 600g', '4 tbsp extra-virgin olive oil', '4 garlic cloves, left in their skins', 'handful thyme  sprigs', '1 bay leaf', '100ml white wine vinegar', 'small bunch basil, stalks roughly chopped', '1 bay leaf', 'few peppercorns', '2 egg yolks', ""250g unsalted butter, melted and skimmed to give about 200ml (See 'Know how' below)"", 'squeeze lemon juice']"	More effort	[]
['british']	['dessert', 'dinner']	Hazelnut crisps	['85g hazelnut', '50g plain flour', '200g caster sugar', '2 egg whites', '½ tsp vanilla extract']	Easy	['Freezable']
['thai']	['dinner', 'main-course']	Lighter massaman chicken curry	['1 tbsp coriander seed', '2 tsp cumin seed', 'seeds from 5 cardamom pods', '3 cloves', '½ tsp crushed dried chilli', '2 tsp rapeseed oil', '100g shallot, finely chopped', '3 garlic cloves, finely chopped', '2.5cm piece ginger, finely grated', '1 plump lemongrass stalk, tough ends and outside layer removed, finely chopped', '4 tbsp light  coconut milk (from the can, below)', '¼ tsp ground  black pepper', '25g unsalted, unroasted  peanut', '2 tsp rapeseed oil', '140g small shallot (6-7), halved', '1 cinnamon stick, broken in half', '400ml can light coconut milk', '500g skinless, boneless chicken breast, cut into bite-sized pieces', '200g sweet potato, cut into 2.5cm chunks', '175g green bean, stem ends trimmed', '1 tbsp fish sauce', '2 tsp tamarind paste', '75ml chicken stock', 'coriander or Thai basil leaves (or both), to garnish', 'a small handful of peanuts, to garnish']	Easy	['Freezable (Freeze curry only)', 'Healthy']
['middle-eastern']	['dinner', 'starter']	Kale tabbouleh	['100g bulgur wheat', '100g kale', 'large bunch mint, roughly chopped', 'bunch spring onion, sliced', '½ cucumber, diced', '4 tomatoes, deseeded and chopped', 'pinch of  ground cinnamon', 'pinch of ground  allspice', '6 tbsp olive oil', 'juice and zest ½ lemon', '100g feta cheese, crumbled', '4 Baby Gem lettuces, leaves separated, to serve']	Easy	['Healthy']
['indian']	['dinner', 'main-course']	Chicken masala skewers	['150ml 0% fat Greek yogurt', '2 tbsp masala paste', 'handful of coriander leaves, chopped, plus extra leaves to serve', 'juice 1 lime, pinch of zest, plus wedges to serve', '4 skinless, boneless chicken breasts, each cut into 6 chunks', 'wholemeal chapatis, to serve', '250g pack cherry tomatoes, hulled or quartered', '1 red onion, finely chopped', '1 cucumber, cut into chunks']	Easy	['Healthy']
['spanish']	['dinner', 'main-course']	Spanish seafood pasta	['350g short pasta shapes (we used orzo )', '1 chicken stock cube', '1 tsp turmeric or a large pinch of saffron strands', '85g chorizo, diced', '200g pack mixed cooked seafood', '2 roasted red peppers,from a jar, sliced', '100g frozen pea', '2 tbsp chopped parsley']	Easy	[]
	['dinner', 'main-course', 'supper']	Roast asparagus bowls with tahini lemon dressing	['2 red onions, halved and thickly sliced', '2 tsp rapeseed oil', '250g pack asparagus, woody ends trimmed', '160g cherry tomatoes', '2 tbsp sunflower seeds', '1 tsp vegetable bouillon powder', '120g quinoa', '2 tsp tahini', '½ lemon, juiced', '1 large garlic clove, finely grated', '2 tsp tamari', '2 good handfuls rocket', '400g aduki beans in water, drained']	Easy	['Vegan', 'Vegetarian']
	['snack']	Chickpea Bombay-style mix	['60g curried chickpeas (see recipe below)', '1 tbsp unsalted peanuts', '1 tsp raisins']	Easy	['Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
['british']	['dinner', 'main-course', 'supper']	Zesty salmon with roasted beets & spinach	['4 small fresh beetroots, about 200g', '1 ½ tbsp rapeseed oil', '1 tsp coriander seeds, lightly crushed', '2 skinless salmon or trout fillets', '2 ½ small oranges, zest of 1 and juice of half', '3 tbsp pumpkin seeds', '1 garlic clove', '1 red onion, finely chopped', '4 handfuls baby spinach leaves', '1 avocado, thickly sliced']	Easy	['Gluten-free']
['indian']	['dinner']	Minced lamb & lentil patties (shami kebab)	['80g split Bengal gram  (chana dal) ', '30g ghee', '1 onion, finely chopped', '500g  lamb mince', '10 garlic cloves', '50g ginger, peeled and finely chopped', '1 tsp  Kashmiri chilli powder', '1 tsp  garam masala', '½ tsp  black cumin seeds  (shahi jeera), or ½ tsp ground cumin ', '1 egg, lightly beaten', '1 lime, juiced ', '4 tbsp roughly chopped  coriander', '2 green chillies, finely chopped ', '50ml  sunflower oil', '150ml full-fat  Greek yogurt', '1 small  garlic clove, crushed', '2 tbsp shredded  mint leaves', '1 tsp  ground cumin', '1 tsp  caster sugar', 'lime juice, for seasoning']	More effort	['Gluten-free']
	['dinner', 'lunch']	Paneer chilli con carne	['140g paneer, cut into small chunks', '1 tbsp smoked paprika', '1 tsp rapeseed oil', '1 red and 1 green pepper, deseeded and diced', '4 large garlic cloves, sliced', '2-3 celery sticks (140g), sliced', '1 tbsp ground cumin', '1⁄2 tsp chilli flakes (optional)', '2 x 400g cans plum tomatoes', '2 x 400g cans red kidney beans, undrained', '2 tsp vegetable bouillon powder', '2 tsp dried oregano', '120g quinoa', '15g coriander, chopped, plus extra to serve, if you like']	Easy	['Gluten-free', 'Healthy']
['spanish']	['buffet', 'dinner', 'lunch', 'main-course', 'side-dish', 'snack', 'supper']	Spiced tortilla	['1 tbsp sunflower oil', '1 onion, sliced ', '1 red chilli, deseeded and shredded', '2 tsp curry spice  (we used coriander, cumin and turmeric)', '300g cherry tomato', '500g cooked potato, sliced ', 'bunch coriander, stalks finely chopped, leaves roughly chopped', '8 eggs, beaten']	Easy	['Vegetarian']
['british']	['dessert', 'treat']	Healthy banana & peanut butter ice cream	['4 ripe bananas, chopped into 3cm chunks, then frozen', '2 tbsp almond milk', '1 tbsp organic peanut butter', '1 tsp ground cinnamon', '1 tbsp dark chocolate, grated', '1 tbsp flaked almonds']	Easy	['Freezable', 'Healthy']
	['breakfast', 'brunch', 'dessert', 'treat']	Sour cream crêpes with Seville orange marmalade & amaretto sauce	['140g plain flour or white spelt flour', '1 tsp caster sugar, plus a little extra for dusting', '2 eggs', '200ml sour cream', '30g unsalted  butter, melted and cooled, plus extra for greasing', '1 tsp cornflour', '200ml freshly squeezed orange juice', '1 tbsp Seville orange marmalade', '1 tbsp amaretto', '½  lemon, juiced', '10g unsalted butter, cubed', 'toasted flaked almonds, to serve']	Easy	['Vegetarian']
