cuisine	types	name	ingredients	difficulty	health_banners
['american']	['breakfast', 'brunch']	Chocolate-filled pancakes with caramelised banana	['200g self-raising flour', '1½ tsp baking powder', '3 tbsp golden caster sugar', '3 large eggs', '25g melted butter, plus extra for cooking', '200ml milk', 'drizzle of vegetable or sunflower oil', '200g chocolate hazelnut spread', '2 large bananas, peeled and thickly sliced on an angle', 'maple syrup and 4 tbsp toasted, chopped hazelnuts, to serve']	More effort	['Freezable', 'Vegetarian']
['mexican']	['dinner']	Chilli beef with black beans and avocado salad	['1 tbsp cumin seed', '1 tbsp ground coriander', '2 tbsp hot chilli powder', '2 tbsp sweet paprika', '500g pack extra lean  steak mince', '4 garlic cloves, sliced', '400g can  chopped tomato', '1 reduced-salt beef stock cube', '2 tbsp tomato purée', 'pack of 3 peppers, deseeded and diced', 'large pack  coriander, stalks and leaves chopped and separated', '2 x 400g cans  black beans', '250g pack wholegrain cooked rice', '1 small avocado, chopped', 'small bag baby leaf salad', '1 small  red onion, halved and thinly sliced', 'handful  cherry tomatoes, halved']	Easy	['Freezable']
['spanish']	['brunch']	Chorizo & kale hash with a fried egg	['1 tsp mild olive oil, plus extra for frying', '80g spicy chorizo sausages, cut into small pieces (see tip, below)', '1 onion, finely chopped', 'about 100g ready-prepared kale (2 good handfuls)', '400g leftover cold potato, roughly chopped', '½ tsp paprika (optional)', '2 eggs']	Easy	[]
['french']	['side-dish']	Baguettes (French bread)	['200g strong white bread flour', '½ tsp easy-bake yeast from a 7g sachet', '200g plain white flour', '250g strong white flour, plus extra for dusting and kneading', 'the rest of the yeast from the 7g sachet', '1 ½ tsp fine salt', 'a little semolina, or more flour, for dusting ']	More effort	['Freezable']
	['condiment', 'dessert']	Dulce de leche	['50g granulated sugar', '50g unsalted butter, cubed', '75ml whole milk', '1 x 397g can condensed milk']	Easy	[]
['asian']	['lunch', 'main-course']	Prawn sweet chilli noodle salad	['3 nests medium egg noodles', '½ large cucumber', 'bunch spring onions, finely sliced', '100g cherry tomato, halved', '1 green chilli, deseeded, finely chopped', '200g cooked king prawns, defrosted if frozen', 'zest and juice 2 limes', '4 tbsp sweet chilli sauce', '100g baby spinach leaves', '25g roasted cashew']	Easy	[]
['british']	['treat']	Cranberry & cream cheese muffins	['100g soft cheese', '250g caster sugar', '175g cranberries', '200g plain flour', '2 tsp baking powder', '2 eggs', '75ml flavourless oil, such as sunflower', '1 tsp vanilla extract']	Easy	['Freezable']
['british']	['drink']	Green smoothie	['250ml milk of your choice (we used unsweetened almond milk)', '1 tbsp ground flaxseed', '1 tsp maca powder (optional)', 'pinch ground cinnamon', '1 medjool date, stoned', '1 small ripe banana', 'handful cavolo nero or spinach', '1 tbsp almond butter']	Easy	[]
	['dinner', 'main-course', 'supper', 'vegetable']	Spiced broccoli, paneer & peas with garam masala cashews	['2 tbsp groundnut oil', 'thumb-sized piece of ginger, grated', '2 garlic cloves, crushed', '½ tsp cumin seeds', '½ tsp turmeric', '1 tbsp garam masala, plus an extra 1 tsp', '225g block paneer, cut into 2cm cubes', 'small bunch of coriander, chopped', '100g fat-free natural yogurt', '50g cashews', '1 large head of  broccoli, cut into florets and stem cut into 2cm chunks', '400g brussels sprouts, halved or quartered', '250g defrosted peas', '1 lime, juiced, plus wedges to serve', 'mango chutney and naan breads or rotis, warmed, to serve']	Easy	['Gluten-free', 'Vegetarian']
	['cocktails', 'drink']	Mulled gin	['100ml gin', '400ml apple juice', '½ lemon, sliced', '1 bay leaf', '4 cloves', '2 cardamom pods, lightly crushed', '1 small cinnamon stick', '3 juniper berries, lightly crushed', '½ tsp coriander seeds', '1 tsp runny honey', '4 bay leaves', '2 lemon slices, halved']	Easy	['Gluten-free', 'Vegetarian']
	['lunch']	Panuozzo sandwich	['300g strong white bread flour, plus extra for dusting', '3g (about half a sachet) fast-action dried yeast', '1 tbsp olive oil', '1 tomato, halved and sliced', '4 slices cooked ham', '150g mozzarella ball, sliced and seasoned', 'small handful of rocket (optional)', '6 tbsp pesto (see below for the recipe)', '1 tbsp olive oil']	Easy	[]
	['dinner', 'lunch']	Samphire & crab salad	['2 slices of sourdough bread', '1½ tbsp rapeseed oil', '180g samphire', '1 lemon, juiced', '1 tbsp crème fraîche', '1 crab, brown and white meat separated (about 60g of each)', '1 tbsp chopped dill (optional)', '100g watercress']	Easy	[]
	['condiment']	Sticky fig & port chutney	['150g figs, chopped (about 4)', '1 rosemary sprig, leaves picked and chopped', '50g light brown soft sugar', '1 small red onion, finely chopped ', '2 tbsp ruby port', '3 tbsp red wine vinegar']	Easy	['Gluten-free', 'Vegetarian']
	['side-dish']	Roasted radishes	['400g radishes', '6 garlic cloves, unpeeled and bashed', '1 tbsp rapeseed oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
	['afternoon-tea', 'dessert']	Fig sponge pudding	['250g butter, softened, plus extra for the dish', '5 tbsp golden syrup', '4 tbsp honey', '8 fresh figs', '4 large eggs', '250g golden caster sugar', '250g self-raising flour', '1 tsp baking powder', '1 tsp vanilla extract', '4 tbsp full-fat Greek yogurt', '2-3 thyme sprigs (optional)', 'extra virgin olive oil or honey, for drizzling (optional)']	Easy	['Vegetarian']
['british']	['buffet', 'dinner', 'lunch', 'main-course', 'supper']	Roast chicken with couscous & pine nut stuffing	['100g couscous', '175ml boiling  chicken stock', '50g butter', '1 onion, finely chopped', '1 garlic clove, crushed ', '100g pine nut', '140g dried apricot, roughly chopped ', 'large handful parsley, roughly chopped ', '2 tbsp mint  leaves, roughly chopped', '1 lemon', '1 egg, beaten', '6 skinless chicken breasts', '16 rashers streaky bacon']	Easy	['Easily halved']
['middle-eastern']	['dinner', 'lunch', 'side-dish', 'supper']	Roasted beetroot with za’atar, chickpeas & harissa yogurt	['8 raw baby beetroots, or 4 medium, scrubbed (purple, yellow or a mixture of the two)', '1 tbsp za’atar', '1 tbsp sumac', '1 tbsp ground cumin', '400g can chickpeas, drained and rinsed', '2 tbsp olive oil', '1 tsp lemon zest', '1 tsp lemon juice', '200g Greek yogurt', '1 tbsp harissa paste', '1 tsp crushed red chilli flakes', 'mint leaves, roughly chopped, to serve']	Easy	['Vegetarian']
['taiwanese']	['drink']	How to make bubble tea	['2 teabags or 2g black tea', '50g caster sugar', '50g quick-cook tapioca balls (look for ones that cook in 5 mins)', '1 tsp dark brown sugar', 'ice', '200ml milk', '50g dark brown sugar']	More effort	['Gluten-free', 'Vegetarian']
	['dinner', 'lunch', 'main-course']	Sticky Korean chicken drumsticks	['16 chicken drumsticks', 'coleslaw, to serve', 'sliced red chilli and spring onions, to serve', '3 tbsp soy sauce', '2 shallots, roughly chopped', '2 tbsp honey', 'large piece ginger, finely grated', '8 garlic cloves, finely grated', '2 tsp chilli flakes', '3 tbsp mirin']	Easy	[]
['british']	['dinner', 'main-course']	Herbed pork fillet with roast vegetables	['4  medium parsnips, peeled and quartered lengthways', '1 butternut squash (about 650g/1lb 7oz), peeled, seeded and cut into chunks', '2 red onions, each cut into 8 wedges', '1 tbsp olive oil', 'grated zest of 1 lemon', '2 tsp pork seasoning or dried mixed Italian herbs', '500g  lean pork tenderloin, in one or two pieces', '1  medium Bramley apple', '400ml  hot chicken stock']	Easy	['Dairy-free', 'Healthy', 'High-protein', 'Low calorie', 'Low fat']
	['treat']	Candied orange peel	['4 large unwaxed oranges, or 2 oranges and 2 lemons', 'big bag of granulated sugar', '100g bar of dark chocolate (or gluten-free alternative), optional']	Easy	['Gluten-free']
['british']	['dinner', 'main-course']	Minced beef wellington	['1kg minced beef', '100g tomato ketchup', '4 eggs', '3 onions, finely chopped', '3 garlic cloves, finely chopped', 'small handful sage, chopped', 'handful parsley, chopped', '25g butter', '200g mushrooms, finely chopped', '500g pack puff pastry']	More effort	['Freezable']
['mediterranean']	['dinner', 'main-course']	Italian chicken & butternut pie	['3 tbsp olive oil', '8 large skinless chicken thigh  fillets, quartered', '130g packet cubed pancetta', 'large  butternut squash  (about 900g/2lb), peeled, seeded and cut into 2.5cm/1in cubes', 'large  onion, thinly sliced', 'garlic clove, thinly sliced', '1 tsp dried marjoram', '200ml Italian  red wine  (see Goes well with...)', 'level tsp plain flour', '2 x  cans Italian plum tomato', '2 tbsp redcurrant  or cranberry jelly', 'loaf garlic and herb or plain  ciabatta', '3 tbsp freshly grated parmesan']	Easy	['Freezable']
['italian']	['drink']	Limoncello	['5 unwaxed lemons', '1l bottle vodka', '750g caster sugar', '700ml boiling water']	Easy	[]
	['breakfast']	Fig, nut & seed bread with ricotta & fruit	['400ml hot strong black tea', '100g dried fig, hard stalks removed, thinly sliced', '140g sultana', '50g porridge oat', '200g self-raising wholemeal flour', '1 tsp baking powder', '100g mixed  nuts (almonds, walnuts, Brazils, hazelnuts), plus 50g for the topping', '1 tbsp golden  linseed', '1 tbsp sesame seed, plus 2 tsp to sprinkle', '25g pumpkin seed', '1 large egg', '25g ricotta per person', '1 orange or green apple, thickly sliced, per person']	Easy	['Freezable', 'Healthy']
['british']	['dinner', 'main-course']	Leek & mackerel penne bake	['2 leeks, trimmed, washed and sliced', 'knob of butter', '175g penne', '200ml pot reduced-fat crème fraîche', '1 tbsp capers', '2 small smoked mackerel fillets, skinned and flesh flaked into large chunks', '25g breadcrumb']	Easy	['Freezable']
['asian']	['lunch', 'main-course']	Healthy chicken salad	['1 boneless, skinless chicken breast', '1 tbsp fish sauce', 'zest and juice ½  lime (about 1 tbsp)', '1 tsp caster sugar', '100g bag mixed salad leaves', 'large handful coriander, roughly chopped', '¼ red onion, thinly sliced', '½  chilli, deseeded and thinly sliced', '¼ cucumber, halved lengthways, sliced']	Easy	['Healthy']
['italian']	['dinner', 'lunch', 'main-course', 'pasta', 'supper']	Spicy fennel linguine with sardines & capers	['175g linguine (or spaghetti)', '120g can sardines piccanti (packed in chilli-infused oil - see tip below)', '1 large fennel bulb, thinly sliced', '2 garlic cloves, sliced', 'zest and juice 1 lemon', '1 tbsp capers, drained, chopped if large', 'handful flat-leaf parsley, roughly chopped', '1 tbsp extra virgin olive oil (optional)']	Easy	[]
	['dinner', 'main-course']	Baked salmon fillet with pickled cranberries, parsley & pistachios	['300ml cider vinegar', '300g caster sugar', '340g fresh cranberries', '½ tsp whole cloves', '½ tsp juniper berries', '75g panko breadcrumbs', '½ tbsp dried thyme', '2 tbsp sumac', '1 lemon, zested', '5 tbsp olive oil, plus extra for drizzling', '1kg salmon fillet, pin-boned (you can ask your fishmonger to do this for you)', '60g pistachios, crushed', '½ small bunch of parsley, chopped, to serve']	Easy	[]
['british']	['drink']	Green smoothie	['250ml milk of your choice (we used unsweetened almond milk)', '1 tbsp ground flaxseed', '1 tsp maca powder (optional)', 'pinch ground cinnamon', '1 medjool date, stoned', '1 small ripe banana', 'handful cavolo nero or spinach', '1 tbsp almond butter']	Easy	[]
	['dinner', 'lunch', 'main-course', 'supper']	Little spicy veggie pies	['2 tbsp rapeseed oil', '2 tbsp finely chopped ginger', '3 tbsp curry powder', '3 garlic cloves, grated', '2 x 400g cans chickpeas, undrained', '320g carrots, coarsely grated', '160g frozen sweetcorn', '1 tbsp vegetable bouillon powder', '4 tbsp tomato purée', '250g spinach, cooked', '750g potatoes, peeled and cut into 3cm chunks', '1 tsp ground coriander', '10g fresh coriander, chopped', '150g coconut yogurt']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
	['dinner', 'fish-course', 'lunch', 'main-course', 'pasta', 'supper']	Salmon & spaghetti supper in a parcel	['200g spaghetti', '2 courgettes, grated', '100g red cherry tomatoes, halved', '100g yellow cherry tomatoes, halved', '4 salmon fillets or 2 chicken breasts', '4 tbsp olive oil', '1 garlic clove, finely sliced']	Easy	[]
['indian']	['dinner', 'main-course', 'supper']	Spiced chicken with rice & crisp red onions	['2 boneless skinless chicken  breasts, about 140g/5oz each', '1 tbsp sunflower oil', '2 tsp curry powder', '1 large red onion, thinly sliced', '100g basmati rice', '1 cinnamon stick', 'pinch saffron', '1 tbsp raisins', '85g frozen pea', '1 tbsp chopped mint and coriander', '4 rounded tbsp low-fat natural yogurt']	Easy	['Easily doubled', 'Easily halved']
	['starter']	Cucumber soup	['2 cucumbers (about 675g)', '150g Greek yogurt', '1 to 2 limes, juiced, depending on taste', 'small handful of tarragon, chopped', '3 mint sprigs, leaves picked', 'small bunch of chives, chopped', 'rapeseed oil, to serve']	Easy	['Gluten-free', 'Vegetarian']
['eastern-european']	['dinner', 'lunch', 'main-course', 'supper']	Beef goulash soup	['1 tbsp rapeseed oil', '1 large onion, halved and sliced', '3 garlic cloves, sliced', '200g extra lean stewing beef, finely diced', '1 tsp caraway seeds', '2 tsp smoked paprika', '400g can chopped tomatoes', '600ml beef stock', '1 medium sweet potato, peeled and diced', '1 green pepper, deseeded and diced', '150g pot natural bio yogurt', 'good handful parsley, chopped']	Easy	['Easily doubled', 'Healthy']
['mexican']	['dinner', 'lunch', 'main-course']	Mexican pulled chicken & beans	['8 bone-in chicken thighs, skin removed', '3 tbsp chipotle paste', '2 garlic cloves, crushed', '2 x 400g cans chopped tomatoes', '1 large onion, finely sliced', '2 x 400g cans black beans, drained', '400g cans kidney beans, drained', 'handful parsley, coriander or mint, roughly chopped', 'small iceberg lettuce, shredded', '½ cucumber, diced', 'drizzle of olive oil', 'large bag of tortilla chips, to serve', 'lime wedges, to serve']	Easy	['Freezable (pulled chicken only)', 'Gluten-free', 'Healthy']
['italian']	['lunch']	Leek, tomato & barley risotto with pan-cooked cod	"['2 tsp rapeseed oil', '1 large leek (315g), thinly sliced', '2 garlic cloves, chopped', ""400g can barley (don't drain)"", '2 tsp vegetable bouillon', '1 tsp finely chopped sage', '1 tbsp thyme leaves, plus a few extra to serve', '160g cherry tomatoes', '50g finely grated parmesan', '2 skin-on cod fillets or firm white fish fillets']"	Easy	['Egg-free', 'Healthy']
	['dinner']	Spicy squid ragu with pasta & clams	['2 tbsp  olive oil, plus extra for drizzling', '2 onions, finely chopped', '4 garlic cloves, finely chopped', '1 red chilli, finely chopped (deseeded if you prefer less heat)', '500g cleaned squid (about 2 medium), cut into thin rings, tentacles left whole', '150ml white wine', '400g can chopped tomatoes', '300g short tube pasta, such as rigatoni', '600g clams or mussels, or use a mixture', 'handful of flat-leaf parsley, leaves picked', '½ lemon, zested']	Easy	['Freezable (ragu only)']
	['drink']	Kombucha	['2 organic green teabags (or 2 tsp loose leaf)', '2 organic black teabags bags (or 2 tsp loose leaf)', '100-200g granulated sugar, to taste', '1 medium scoby, plus 100-200ml starter liquid']	More effort	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
	['dinner', 'lunch', 'snack']	Toddler recipe: Cauliflower cheese cakes	['oil, for greasing', '½ head of cauliflower, cut into florets (about 200g)', '1 slice brown bread, ripped into chunks', '1 egg', '50g grated cheddar', 'a few chives, snipped']	Easy	['Freezable']
	['dinner', 'lunch', 'main-course', 'pasta']	Squash & spinach fusilli with pecans	['160g butternut squash, diced', '3 garlic cloves, sliced', '1 tbsp chopped sage leaves', '2 tsp rapeseed oil', '1 large courgette, halved and sliced', '6 pecan halves', '115g wholemeal fusilli', '125g bag baby spinach']	Easy	['Healthy', 'Vegan', 'Vegetarian']
['british']	['dinner', 'side-dish']	Golden roast potatoes	['2 ½kg Desirée or King Edward potato', '2 tbsp flour', '5 tbsp goose fat  or sunflower oil']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Vegetarian']
['mediterranean']	['dinner', 'main-course']	Italian chicken & butternut pie	['3 tbsp olive oil', '8 large skinless chicken thigh  fillets, quartered', '130g packet cubed pancetta', 'large  butternut squash  (about 900g/2lb), peeled, seeded and cut into 2.5cm/1in cubes', 'large  onion, thinly sliced', 'garlic clove, thinly sliced', '1 tsp dried marjoram', '200ml Italian  red wine  (see Goes well with...)', 'level tsp plain flour', '2 x  cans Italian plum tomato', '2 tbsp redcurrant  or cranberry jelly', 'loaf garlic and herb or plain  ciabatta', '3 tbsp freshly grated parmesan']	Easy	['Freezable']
['italian']	['drink']	Limoncello	['5 unwaxed lemons', '1l bottle vodka', '750g caster sugar', '700ml boiling water']	Easy	[]
['british']	['dinner', 'main-course']	Broccoli pasta bake	['1l milk', '2 garlic cloves, bashed', '2 bay leaves', '500g dried pasta', '350g broccoli, in small florets', '75g butter', '75g plain flour', 'a little freshly grated nutmeg', '1 tsp mustard powder', 'small bunch parsley, roughly chopped', '200g cheese, grated (cheddar, Parmesan, Gruyère, or a mixture)']	Easy	['Freezable', 'Vegetarian']
['indian']	['dinner', 'main-course']	Beef dripping keema naan	['1 black and 1 green cardamom pod (or use 2 green)', '½ cinnamon stick', '1 bay leaf', '50ml vegetable oil', '5 onions, finely chopped', '2 tbsp ginger & garlic paste', '3 small green chillies, finely chopped', '500g beef mince', '1 tsp ground turmeric', '1 tsp cumin', '1 tsp coriander', '1 tsp chaat masala', '2 tbsp lime juice', '4 naans', '2 tbsp butter, melted', 'small pot Greek yogurt', '200g cherry tomatoes, halved', '2-3 green chillies, finely chopped', 'small pack coriander, chopped', 'green chutney']	Easy	[]
['french']	['afternoon-tea', 'dessert']	Sunken drunken chocolate cake	['140g prune (Agen if you can get them), pitted', '4 tbsp marsala or PX Sherry', '100g butter, plus extra for the tin', '2 tbsp cocoa', '140g dark chocolate (70%), chopped', '100g caster sugar', '50g light muscovado sugar', '4 large eggs, 2 separated', '1 tsp vanilla extract', '100g ground almond', '1 tbsp plain flour']	More effort	[]
